developer,id,release_date,title,Action,Adventure,Casual,Education,Indie,RPG,Racing,Simulation,Sports,Strategy,year
Syberstudio,409420,2015-10-15,Knight Adventure,1,1,0,0,1,0,0,0,0,0,2015
Rodeo Games,394450,2015-10-16,"Warhammer 40,000: Deathwatch - Enhanced Edition",1,1,0,0,0,1,0,0,0,1,2015
TwinDrills,263920,2015-10-16,Zombie Grinder,1,1,0,0,1,1,0,0,0,0,2015
OVERDRIVE,397030,2015-10-16,Go! Go! Nippon! 2015,0,1,0,0,0,0,0,0,0,0,2015
4NetGames,407700,2015-10-16,Lonath Online,1,1,0,0,1,1,0,0,0,0,2015
Nimbly Games,399640,2016-03-15,Flamebreak,1,0,0,0,1,1,0,0,0,0,2016
RSK Entertainment,382160,2015-10-16,Dark Years,1,1,0,0,1,0,0,0,0,0,2015
MAGIX Software GmbH,386550,2015-10-19,MAGIX Music Maker 2016 Live,0,0,0,0,0,0,0,0,0,0,2015
Realore,411530,2015-10-19,Roads of Rome 3,0,1,1,0,0,0,0,1,0,1,2015
StudioGIW,402300,2015-10-16,Dungeon Manager ZV,0,0,0,0,0,0,0,1,0,1,2015
Realore,411550,2015-10-19,Island Tribe,0,1,1,0,0,0,0,1,0,1,2015
Robert Dahlenburg,345030,2015-02-10,3d Engineers,0,0,0,0,0,0,0,1,0,0,2015
BANDAI NAMCO Studio Inc.,382464,2015-10-19,Tales of Zestiria - Seaside Resort Costumes Set,0,0,0,0,0,1,0,0,0,0,2015
BANDAI NAMCO Studio Inc.,351970,2015-10-19,Tales of Zestiria,0,0,0,0,0,1,0,0,0,0,2015
Bread Machine Games,402120,2015-10-19,Deathstate: Abyssal Edition,1,1,0,0,1,1,0,0,0,0,2015
Codemasters,306670,2015-10-19,Overlord: Fellowship of Evil,1,1,0,0,0,0,0,0,0,0,2015
Konami Digital Entertainment,406590,2015-10-20,METAL GEAR SOLID V: THE PHANTOM PAIN - Sneaking Suit (The Boss),1,1,0,0,0,0,0,0,0,0,2015
"DONTNOD ENTERTAINMENT,Feral Interactive (Mac),Feral Interactive (Linux)",329930,2015-10-19,Life is Strange - Episode 5,1,1,0,0,0,0,0,0,0,0,2015
Konami Digital Entertainment,406610,2015-10-20,METAL GEAR SOLID V: THE PHANTOM PAIN - Western Tack,1,1,0,0,0,0,0,0,0,0,2015
Boiagames,391190,2015-10-20,Dolguth,0,0,0,0,1,0,0,0,0,0,2015
"Psyonix, Inc.",405170,2015-10-21,Rocket League® - Back to the Future™ Car Pack,1,0,0,0,1,0,1,0,1,0,2015
Reality Twist GmbH,361200,2015-10-21,COAST GUARD,0,1,0,0,0,0,0,1,0,0,2015
Dreamatrix,403200,2015-10-20,Legends of Dawn Reborn,1,1,0,0,1,1,0,0,0,0,2015
Alexander Byzov,412000,2015-10-23,Microcosmum: survival of cells - Random levels,1,0,1,0,1,1,0,1,0,1,2015
Realore,412440,2015-10-21,Jane's Realty,0,1,1,0,0,0,0,1,0,1,2015
Trial &amp; Error,411730,2015-10-21,How to Take Off Your Mask - Theme Song,0,1,1,0,1,0,0,1,0,0,2015
ARTDINK,278550,2015-10-21,A-Train 9 V4.0 : Japan Rail Simulator,0,0,0,0,0,0,0,1,0,0,2015
"Noio,Licorice",368230,2015-10-21,Kingdom: Classic,0,0,0,0,1,0,0,1,0,1,2015
Gunnar Games,397440,2015-10-21,Lost Legends: The Weeping Woman Collector's Edition,0,1,1,0,0,0,0,0,0,0,2015
Konami Digital Entertainment,406580,2015-10-20,METAL GEAR SOLID V: THE PHANTOM PAIN - Tuxedo,1,1,0,0,0,0,0,0,0,0,2015
C3SK,330570,2015-10-21,Noct,1,0,0,0,1,0,0,0,0,0,2015
Alexander Mirdzveli,395420,2015-10-21,The Dwarf Run,0,1,0,0,1,1,0,0,0,0,2015
Windforce,395600,2015-10-22,Armor Clash,0,0,0,0,1,0,0,1,0,1,2015
YGGDRASIL STUDIO,384650,2015-10-21,Discouraged Workers - Digital Concept Book,0,0,0,0,1,0,0,0,0,0,2015
Zoo Corporation,407720,2015-10-21,Poker Pretty Girls Battle: Texas Hold'em,0,0,1,0,0,0,0,0,0,0,2015
Turmoil Games,405780,2015-10-21,Alpha Polaris : A Horror Adventure Game,0,1,0,0,1,0,0,0,0,0,2015
Raving Bots,404750,2015-10-23,Carrotting Brain,1,0,0,0,1,0,0,0,0,0,2015
Audials AG,406230,2015-10-23,Audials Moviebox 2016 - Upgrade to Audials One Suite,0,0,0,0,0,0,0,0,0,0,2015
Audials AG,406240,2015-10-23,Audials Tunebite 2016 - Upgrade to Audials One Suite,0,0,0,0,0,0,0,0,0,0,2015
"Diggidy.net, LLC",393920,2015-10-23,Auto Dealership Tycoon,0,0,0,0,1,0,0,1,0,0,2015
Audials AG,405700,2015-10-23,Audials Tunebite Platinum 2016,0,0,0,0,0,0,0,0,0,0,2015
Audials AG,405690,2015-10-23,Audials Moviebox 2016,0,0,0,0,0,0,0,0,0,0,2015
Dreamsite Games,412430,2015-10-20,Empire TV Tycoon Soundtrack,0,0,1,0,1,0,0,1,0,1,2015
Holotech Studios,406190,2015-10-22,FaceRig Halloween Avatars 2015,0,0,0,0,0,0,0,0,0,0,2015
Ceiba Software and Arts,395300,2015-10-22,Voxel Blast,1,0,0,0,1,0,0,0,0,0,2015
WarfareSims,397180,2015-10-22,Command: Northern Inferno,0,0,0,0,0,0,0,1,0,1,2015
"Jetdogs Studios,IndeePop",396790,2015-10-22,Dracula's Legacy,0,0,1,0,1,0,0,0,0,0,2015
Dharker Studio,390470,2015-10-22,Divine Slice of Life - Soundtrack,0,1,1,0,1,0,0,0,0,0,2015
Dharker Studio,348540,2015-10-22,Divine Slice of Life,0,1,1,0,1,0,0,0,0,0,2015
Dovetail Games,325974,2015-10-22,Train Simulator: North London Line Route Add-On,0,0,0,0,0,0,0,1,0,0,2015
Dovetail Games,325973,2015-10-22,Train Simulator: DB Schenker Class 59/2 Loco Add-On,0,0,0,0,0,0,0,1,0,0,2015
Gamesare,391630,2015-10-27,Necromonads,1,0,0,0,0,0,0,0,0,0,2015
N2Games,411020,2015-10-21,Metal Reaper Online - Halloween Package,0,0,0,0,0,0,0,0,0,0,2015
Princesseuh,324470,2015-10-26,SinaRun,0,0,0,0,1,0,1,0,0,0,2015
"Monochrome, Inc",407920,2015-10-26,Contagion OST,1,1,0,0,1,0,0,0,0,0,2015
RadiationBurn,414030,2015-10-26,The Living Dungeon: Unearthed,0,1,0,0,1,0,0,1,0,1,2015
Duion,391780,2014-12-24,Uebergame,1,0,1,0,1,0,0,0,0,0,2014
Sakura River Interactive,327000,2015-10-26,Infinite Game Works Episode 1,0,0,0,0,1,0,0,1,0,0,2015
ElagoTech,412870,2015-10-26,Miracle Fly Original Soundtrack,1,0,0,0,1,0,0,0,0,0,2015
ElagoTech,395140,2015-10-26,Miracle Fly,1,0,0,0,1,0,0,0,0,0,2015
"Cantina Games and Entertainment, Inc.",351060,2015-10-26,Outpost 13,0,1,0,0,1,0,0,0,0,0,2015
Naloki,406930,2015-10-27,Epic Showdown,1,0,1,0,1,0,0,0,0,0,2015
Funcom,402020,2015-10-27,The Park,0,1,0,0,0,0,0,0,0,0,2015
David Szymanski,395270,2015-10-27,A Wolf in Autumn,0,1,0,0,1,0,0,0,0,0,2015
A2A Simulations,379546,2015-10-27,FSX: Steam Edition - Accu-Feel Add-On,0,0,0,0,0,0,0,1,0,0,2015
Larian Studios,373420,2015-10-27,Divinity: Original Sin - Enhanced Edition,0,1,0,0,1,1,0,0,0,1,2015
Cuddly Zombie Games,408170,2015-10-27,Networm,1,0,0,0,1,0,0,0,0,0,2015
Ubisoft - San Francisco,390375,2015-10-27,Rocksmith® 2014 – Billy Talent - “Devil On My Shoulder”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390376,2015-10-27,Rocksmith® 2014 – Oingo Boingo - “Dead Man’s Party”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390374,2015-10-27,Rocksmith® 2014 – Focus - “Hocus Pocus”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390377,2015-10-27,Rocksmith® 2014 – Motörhead - “Killed by Death”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390378,2015-10-27,Rocksmith® 2014 – Spooktacular Singles Song Pack,0,0,1,0,0,0,0,1,0,0,2015
BANDAI NAMCO Studio Inc.,382466,2015-10-27,Tales of Zestiria - Attachments Set,0,0,0,0,0,1,0,0,0,0,2015
BANDAI NAMCO Studio Inc.,382469,2015-10-27,Tales of Zestiria - School Costume Set,0,0,0,0,0,1,0,0,0,0,2015
Holotech Studios,414240,2015-10-27,FaceRig DreadOut Avatars DLC,0,0,0,0,0,0,0,0,0,0,2015
Room710Games,413680,2015-10-27,Statues,1,1,0,0,1,0,0,0,0,0,2015
Capcom,344171,2015-10-27,USFIV: Brawler Horror Pack,1,0,0,0,0,0,0,0,0,0,2015
Capcom,344172,2015-10-27,USFIV: Shadaloo Horror Pack,1,0,0,0,0,0,0,0,0,0,2015
Capcom,344174,2015-10-27,USFIV: Femme Fatale Horror Pack,1,0,0,0,0,0,0,0,0,0,2015
Capcom,344173,2015-10-27,USFIV: Classic Horror Pack,1,0,0,0,0,0,0,0,0,0,2015
Capcom,344176,2015-10-27,USFIV: Challengers Horror Pack 2,1,0,0,0,0,0,0,0,0,0,2015
Capcom,344175,2015-10-27,USFIV: Challengers Horror Pack 1,1,0,0,0,0,0,0,0,0,0,2015
"Rainbow Studios,THQ Nordic",282050,2015-10-27,MX vs. ATV Supercross Encore,0,0,0,0,0,0,1,1,1,0,2015
Capcom,344178,2015-10-27,USFIV: 2014 Challengers Horror Pack,1,0,0,0,0,0,0,0,0,0,2015
Capcom,344177,2015-10-27,USFIV: Arcade Challengers Horror Pack,1,0,0,0,0,0,0,0,0,0,2015
Studio Pixel,409670,2015-10-28,Pink Hour,1,0,0,0,1,0,0,0,0,0,2015
Capcom,344170,2015-10-27,USFIV: Shoryuken Horror Pack,1,0,0,0,0,0,0,0,0,0,2015
Toxtronyx,300160,2011-04-01,Bridge!,0,0,1,0,0,0,0,1,0,1,2011
Rocksteady Studios,401628,2015-10-28,Batman™: Arkham Knight - GCPD Lockdown,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,313101,2015-10-28,Batman™: Arkham Knight - Red Hood Story Pack,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Sudios,350171,2015-10-28,Batman™: Arkham Knight - Prototype Batmobile Skin,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,401623,2015-10-28,Batman™: Arkham Knight - Crime Fighter Challenge Pack #2,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,401624,2015-10-28,Batman™: Arkham Knight - Crime Fighter Challenge Pack #3,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,356470,2015-10-28,Batman™: Arkham Knight - 1st Appearance Batman Skin,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,401622,2015-10-28,Batman™: Arkham Knight - Crime Fighter Challenge Pack #1,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,405030,2015-10-28,Batman™: Arkham Knight - 1970s Batman Themed Batmobile Skin,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,401621,2015-10-28,Batman™: Arkham Knight - 1989 Movie Batmobile Pack,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,401620,2015-10-28,Batman™: Arkham Knight - Bat-Family Skin Pack,1,1,0,0,0,0,0,0,0,0,2015
Rocksteady Studios,313102,2015-10-28,Batman™: Arkham Knight - A Matter of Family,1,1,0,0,0,0,0,0,0,0,2015
"no CVT,BlackMuffin",377970,2015-10-28,Void And Meddler,0,1,0,0,1,0,0,0,0,0,2015
"no CVT,BlackMuffin",408260,2015-10-29,Void &amp; Meddler - Season Pass,0,1,0,0,1,0,0,0,0,0,2015
TERC,397430,2015-10-28,Zoombinis,0,1,1,0,0,0,0,0,0,0,2015
Realmforge Studios,408600,2015-10-29,Dungeons 2 - A Clash of Pumpkins,0,0,0,0,0,1,0,1,0,1,2015
"no CVT,BlackMuffin",383680,2015-10-29,Void &amp; Meddler - Soundtrack Ep. 1,0,1,0,0,1,0,0,0,0,0,2015
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",415040,2013-11-11,Nameless ~the one thing you must recall~ OST,0,0,0,0,0,0,0,1,0,0,2013
Kerberos Productions Inc.,415221,2015-10-29,Kaiju-A-GoGo: Quarterback Gordon Skin,1,0,1,0,1,0,0,0,0,1,2015
Bulbware,390290,2015-10-29,Bulb Boy,0,1,0,0,1,0,0,0,0,0,2015
Digital Eel,269990,2015-10-29,Infinite Space III: Sea of Stars,0,1,0,0,1,0,0,0,0,0,2015
"Relic Entertainment,Feral Interactive (Mac/Linux)",378040,2015-10-29,"Warhammer 40,000: Dawn of War II - Retribution - Ridiculously Bloody Blood Pack",0,0,0,0,0,0,0,0,0,1,2015
Digital Confectioners,413991,2015-10-08,Depth - Old Bones Hammerhead Skin,1,0,0,0,1,0,0,0,0,0,2015
Darkling Room,414010,2015-10-29,The Lost Crown: Soundtrack,0,1,0,0,1,0,0,0,0,0,2015
Digital Confectioners,392860,2015-09-01,Depth - Specimen 8 Great White Skin,1,0,0,0,1,0,0,0,0,0,2015
Exato Game Studios,375040,2015-10-29,Death Tractor,1,0,1,0,1,0,0,1,0,0,2015
Digital Confectioners,414100,2015-10-08,Depth - Tigermaul Pack,1,0,0,0,1,0,0,0,0,0,2015
rest.less Games,347730,2015-10-29,Wait - Extended,0,1,0,0,1,0,0,0,0,0,2015
rest.less Games,414710,2015-10-29,Wait - Original Soundtrack,0,1,0,0,1,0,0,0,0,0,2015
Dovetail Games,325977,2015-10-29,Train Simulator: BR Blue Pack Loco Add-On,0,0,0,0,0,0,0,1,0,0,2015
Haemimont Games,397930,2015-10-29,Victor Vran: Tome of Souls Weapon,1,1,0,0,1,1,0,0,0,0,2015
Haemimont Games,397910,2015-10-29,Victor Vran: Highlander's Outfit,1,1,0,0,1,1,0,0,0,0,2015
Darkling Room,291770,2015-10-29,The Last Crown: Midnight Horror,0,1,0,0,1,0,0,0,0,0,2015
Giants Software,374851,2015-10-29,Farming Simulator 15 - Official Expansion (GOLD),0,0,0,0,0,0,0,1,0,0,2015
Blob Games Studio,407620,2015-10-29,Indie Game Battle,1,0,0,0,1,0,0,0,0,0,2015
"SmiteWorks USA, LLC",415560,2015-10-29,Fantasy Grounds - Rolemaster Classic: Dún Crú,0,0,0,0,1,1,0,0,0,1,2015
Haemimont Games,397920,2015-10-29,Victor Vran: Cauldron of Chaos Dungeon,1,1,0,0,1,1,0,0,0,0,2015
"SmiteWorks USA, LLC",415550,2015-10-29,Fantasy Grounds - Call of Cthulhu: Fatal Experiments,0,0,0,0,1,1,0,0,0,1,2015
"SmiteWorks USA, LLC",415540,2015-10-29,Fantasy Grounds - Call of Cthulhu: Canis Mysterium,0,0,0,0,1,1,0,0,0,1,2015
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",415340,2013-11-11,Nameless ~the one thing you must recall~ Character Ending Songs,0,0,0,0,0,0,0,1,0,0,2013
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",414670,2013-06-18,Nameless will heal your heart ~Lance~,0,0,0,0,0,0,0,1,0,0,2013
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",414672,2013-06-18,Nameless will heal your heart ~Tei~,0,0,0,0,0,0,0,1,0,0,2013
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",414673,2013-06-18,Nameless will heal your heart ~Yeonho~,0,0,0,0,0,0,0,1,0,0,2013
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",414675,2013-06-18,Nameless will heal your heart ~Yuri~,0,0,0,0,0,0,0,1,0,0,2013
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",414674,2013-06-18,Nameless will heal your heart ~Yujin~,0,0,0,0,0,0,0,1,0,0,2013
Digital Confectioners,413990,2015-09-01,Depth - Thorntail Thresher Skin,1,0,0,0,1,0,0,0,0,0,2015
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",414671,2013-06-18,Nameless will heal your heart ~Red~,0,0,0,0,0,0,0,1,0,0,2013
The Game Creators,410530,2015-10-30,AppGameKit - Giant Asset Pack 1,0,0,0,1,0,0,0,0,0,0,2015
The Game Creators,410531,2015-10-30,AppGameKit - Giant Asset Pack 2,0,0,0,1,0,0,0,0,0,0,2015
"Digitial Skills,The Game Creators",411010,2015-10-30,The Official AppGameKit Beginners Guide,0,0,0,1,0,0,0,0,0,0,2015
Michael Zahniser,404410,2015-10-30,Endless Sky,1,1,0,0,0,1,0,1,0,0,2015
"Digital Skills,The Game Creators",345720,2015-10-30,The Official AppGameKit Tutorial Guide Vol 1,0,0,0,1,0,0,0,0,0,0,2015
Michael Zahniser,404800,2015-10-30,Endless Sky - High DPI,1,1,0,0,0,1,0,1,0,0,2015
"Nicalis, Inc.,Edmund McMillen",401920,2015-10-30,The Binding of Isaac: Afterbirth,1,1,0,0,0,0,0,0,0,0,2015
Aries-Lenov,406300,2015-10-30,Lighthockey,1,0,1,0,1,0,0,0,1,0,2015
"James de Silva,Matthew Sanders",410440,2016-05-12,Vertigo Void,0,0,1,0,1,0,0,0,0,0,2016
Plastic Games,415580,2015-11-02,Bit Shifter OST - Shift Into Cyberspace,1,0,0,0,1,0,0,0,0,1,2015
Dovetail Games,314520,2015-11-02,Euro Fishing,0,0,0,0,0,0,0,1,1,0,2015
RadiationBurn,362290,2015-11-02,The Living Dungeon,0,1,0,0,1,0,0,1,0,1,2015
Rad Codex,415920,2015-11-02,Voidspire Tactics,0,0,0,0,1,1,0,0,0,1,2015
Ithaqua Labs,409920,2015-10-30,Brilliant Shadows - Part One of the Book of Gray Magic,0,1,1,0,0,0,0,1,0,0,2015
Michael Flynn,415730,2015-11-02,STAR-BOX: Dark Hack,1,1,1,0,1,1,0,1,0,0,2015
The Tambourine,408440,2015-11-02,Dream Factory,0,0,0,0,1,0,0,1,0,1,2015
Blue Byte,416480,2015-11-02,Anno 2205™ - Season Pass,0,0,0,0,0,0,0,1,0,1,2015
Submersivo Game Studio,407300,2015-11-02,The Last NightMary - A Lenda do Cabeça de Cuia,0,0,0,0,1,0,0,0,0,0,2015
Blue Byte,375910,2015-11-03,Anno 2205™,0,0,0,0,0,0,0,1,0,1,2015
Sørb,385100,2015-11-02,Space - The Return Of The Pixxelfrazzer,1,0,1,0,1,1,0,0,0,0,2015
Oblivionburn Productions,416100,2015-04-13,Your Quest Demo,0,0,1,0,1,1,0,0,0,1,2015
Oblivionburn Productions,416030,2015-04-13,Your Quest,0,0,1,0,1,1,0,1,0,1,2015
Overhead Games,409257,2015-11-05,ePic Character Generator - Season #2: Male Sci-fi,0,0,0,0,0,0,0,0,0,0,2015
Puzzle Lab,396540,2015-08-25,Cliffs of War: Fortress Defenders,0,0,0,0,1,0,0,0,0,1,2015
Overhead Games,409192,2015-11-04,ePic Character Generator - Season #1: Elf Male,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409190,2015-11-04,ePic Character Generator - Season #1: Human Male,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409191,2015-11-04,ePic Character Generator - Season #1: Human Female,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409240,2015-11-04,ePic Character Generator - Season #1: Modern Female,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409204,2015-11-04,ePic Character Generator - Season #1: Modern Male,0,0,0,0,0,0,0,0,0,0,2015
Overhead Games,409194,2015-11-04,ePic Character Generator - Season #1: Ork Male,0,0,0,0,0,0,0,0,0,0,2015
Timedrop Studios,369270,2015-11-04,Megatect,1,0,1,0,1,0,0,1,1,0,2015
NSE Circuit,385020,2015-11-04,AoF Chess Club 2.0,0,0,1,0,1,0,0,0,0,1,2015
Fastline Simulation,326013,2015-11-04,TS Marketplace: EWS CEA Covered Hopper Wagon Pack,0,0,0,0,0,0,0,1,0,0,2015
Pen and Sword Games,369360,2015-11-04,Car Washer: Summer of the Ninja,1,0,1,0,1,0,0,0,0,0,2015
Valsar,355980,2015-11-04,Dungeon Warfare,0,0,0,0,1,0,0,0,0,1,2015
Emeryon games,410040,2015-10-31,Hope in Hell,1,1,1,0,1,0,0,0,0,0,2015
Johnny Death Games,344970,2015-01-18,Knight of the Hamsters Soundtrack,1,0,0,0,1,0,0,0,0,0,2015
Fastline Simulation,326014,2015-11-04,TS Marketplace: Loadhaul CEA Covered Hopper Wagon Pack,0,0,0,0,0,0,0,1,0,0,2015
ANPA.US,408101,2015-11-05,Dinosaur Hunt - Carnotaurus Expansion Pack,1,1,0,0,1,0,0,1,0,0,2015
Unterrainer Informatik OG,341570,2015-11-05,Throbax TD,1,0,0,0,1,1,0,0,0,1,2015
"Bitl,Cobalt-57",397680,2015-06-07,FIREFIGHT RELOADED,1,0,1,0,1,0,0,0,0,0,2015
"CAVE Interactive CO.,LTD.",387920,2015-11-05,Mushihimesama V1.5,1,0,0,0,0,0,0,0,0,0,2015
"CAVE Interactive CO.,LTD.",387921,2015-11-05,Mushihimesama OST,1,0,0,0,0,0,0,0,0,0,2015
Treyarch,311210,2015-11-05,Call of Duty®: Black Ops III,1,1,0,0,0,0,0,0,0,0,2015
Genetix Studio,409490,2015-11-05,Rogue Harvest,1,1,0,0,1,1,0,0,0,1,2015
NeocoreGames,416400,2015-11-06,Van Helsing Final Cut: High Resolution Texture Pack,1,1,0,0,1,1,0,0,0,0,2015
Fastline Simulation,326015,2015-11-06,TS Marketplace: VCA 45t GLW 2 axle vans Wagon Pack,0,0,0,0,0,0,0,1,0,0,2015
DuCats Games Studio,411760,2015-11-06,Swordbreaker The Game,0,1,0,0,1,0,0,0,0,0,2015
Mana Games,409450,2015-11-06,The Fall of the Dungeon Guardians - Enhanced Edition,0,0,0,0,1,1,0,0,0,1,2015
NeocoreGames,400170,2015-11-06,The Incredible Adventures of Van Helsing: Final Cut,1,1,0,0,1,1,0,0,0,0,2015
Treyarch,366843,2015-11-06,Call of Duty®: Black Ops III - Season Pass,1,1,0,0,0,0,0,0,0,0,2015
Electroplasmatic Games,416440,2015-11-06,Freedom Poopie Demo,0,0,0,0,1,0,0,0,0,0,2015
Ankama Studio,329790,2015-11-09,Krosmaster Arena,0,0,0,0,0,0,0,0,0,1,2015
Ankama Studio,401460,2015-11-09,Krosmaster - Air Element Pack,0,0,0,0,0,0,0,0,0,1,2015
Ankama Studio,401440,2015-11-09,Krosmaster - Fire Element Pack,0,0,0,0,0,0,0,0,0,1,2015
Rainbow Games,418160,2015-11-09,Garden Rescue: Christmas Edition,0,0,1,0,0,0,0,0,0,1,2015
Ankama Studio,401470,2015-11-09,Krosmaster - Earth Element Pack,0,0,0,0,0,0,0,0,0,1,2015
ProjectorGames,254200,2015-11-09,FortressCraft Evolved!,0,1,1,0,1,1,0,1,0,1,2015
Ankama Studio,401430,2015-11-09,Krosmaster - Elite Pack,0,0,0,0,0,0,0,0,0,1,2015
Guys From Andromeda LLC,416800,2015-11-09,Cluck Yegger in Escape From The Planet of The Poultroid,1,0,1,0,0,0,0,0,0,1,2015
"Evgeny Shcherbakov,Matvey Sakharovskiy",414070,2015-11-09,Shut Up And Dig,1,1,0,0,1,0,0,0,0,0,2015
ACE MADDOX,414360,2015-11-09,Flying Tigers: Shadows Over China - Paradise Island,1,1,1,0,1,0,0,1,0,0,2015
Kosek.com,397360,2015-11-09,Magician's Apprentice,1,0,0,0,1,1,0,0,0,0,2015
FeelThere,364324,2015-11-10,FSX: Steam Edition - Embraer E-Jets 175 &amp; 195 Add-On,0,0,0,0,0,0,0,1,0,0,2015
Tethys Interactive LLC,266190,2015-11-10,Astral Terra,1,1,0,0,1,1,0,0,0,0,2015
Ubisoft - San Francisco,390384,2015-11-10,Rocksmith® 2014 – Rancid - “Ruby Soho”,0,0,1,0,0,0,0,1,0,0,2015
weltenbauer. Software Entwicklung GmbH,359790,2015-11-10,Construction Simulator 2015: Liebherr LR 1300,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390386,2015-11-10,Rocksmith® 2014 – Rancid - “Maxwell Murder”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390385,2015-11-10,Rocksmith® 2014 – Rancid - “Time Bomb”,0,0,1,0,0,0,0,1,0,0,2015
Ubisoft - San Francisco,390387,2015-11-10,Rocksmith® 2014 – Rancid - “Fall Back Down”,0,0,1,0,0,0,0,1,0,0,2015
CivilSavages,341980,2015-11-12,Dispatcher,1,1,0,0,1,0,0,0,0,0,2015
Ubisoft - San Francisco,390388,2015-11-10,Rocksmith® 2014 – Rancid Song Pack,0,0,1,0,0,0,0,1,0,0,2015
"Arcen Games, LLC",414310,2015-11-11,The Last Federation - The Lost Technologies,0,0,0,0,1,0,0,1,0,1,2015
CP Decision,412520,2015-11-11,Evil Defenders,0,0,1,0,1,0,0,0,0,1,2015
Studio Pixel,292500,2015-11-11,Kero Blaster,1,1,0,0,1,0,0,0,0,0,2015
Dylan Wentz,410050,2015-11-11,The Forgotten Forest,0,1,0,0,1,0,0,0,0,0,2015
Zed-ex,368690,2015-11-12,Chronoclysm,1,0,0,0,1,0,0,0,0,0,2015
phime studio LLC,416370,2015-11-12,Showing Tonight: Mindhunters Incident,0,1,1,0,0,0,0,0,0,0,2015
RisingHigh,412370,2015-11-13,Parallels,1,1,1,0,1,0,0,0,0,0,2015
Dreadbit,407451,2015-11-13,The Windsor Pack,0,0,0,0,1,1,0,0,0,1,2015
Mighty Fox Studio,414060,2015-11-13,iso-Sphere,0,0,1,0,1,0,0,0,0,0,2015
Rail Slave Games,414580,2015-11-13,Uriel's Chasm 2: את,1,1,0,0,1,0,0,0,0,0,2015
Dreadbit,407450,2015-11-13,The Stirling Pack,0,0,0,0,1,1,0,0,0,1,2015
GameArt Studio GmbH,412900,2015-11-13,A.I. Invasion - Road of Rodan,1,0,0,0,1,0,0,1,0,1,2015
Reminisce,417080,2015-11-16,Soundtrack: The Invitation to HAVEN,1,0,0,0,1,0,1,0,0,0,2015
Lost Astronaut Studios,402970,2015-11-16,Fringes of the Empire,1,1,1,0,1,1,0,0,0,0,2015
Skunkape Interactive,393610,2015-11-16,ROOT,1,0,0,0,1,0,0,0,0,0,2015
radiostatic,356100,2015-11-16,Fuego!,0,0,1,0,1,0,0,0,0,1,2015
Light Vision Interactive,407800,2015-11-17,Steam Pack,0,0,0,0,0,0,0,0,0,1,2015
Light Vision Interactive,410450,2015-11-17,Universal Pack,0,0,0,0,0,0,0,0,0,1,2015
Test Pilot,379554,2015-11-17,FSX: Steam Edition - FS Academy: On Instruments,0,0,0,0,0,0,0,1,0,0,2015
Triverske,390870,2015-11-17,Circuit Breakers,1,0,0,0,0,0,0,0,0,0,2015
The Secret Games Company,386350,2015-11-17,Rise: Battle Lines,0,0,0,0,1,0,0,0,0,1,2015
Bitbox Ltd.,290080,2015-11-17,Life is Feudal: Your Own,1,0,0,0,1,1,0,1,0,0,2015
Rhizome Games™,411680,2015-11-17,Loot Hound™,0,0,1,0,1,0,0,1,0,1,2015
